n,algoritmo,repetición,distancia,tiempo_segundos
50,PATH_CHEAPEST_ARC,9,611.4563181333632,0.031206130981445312
50,PATH_CHEAPEST_ARC,10,573.8136344181239,0.028629541397094727
50,SAVINGS,1,519.2903243597041,0.04968881607055664
50,SAVINGS,2,539.7750649065468,0.027958393096923828
50,SAVINGS,3,597.6712928906072,0.023528337478637695
50,SAVINGS,4,574.6620154233957,0.030382633209228516
50,SAVINGS,5,537.9490223913596,0.049555301666259766
50,SAVINGS,6,563.8145351628555,0.034059762954711914
50,SAVINGS,7,589.5237518270462,0.028748750686645508
50,SAVINGS,8,597.2834921442129,0.04154515266418457
50,SAVINGS,9,476.92957192534965,0.03218483924865723
50,SAVINGS,10,587.8923398032424,0.02770400047302246
50,CHRISTOFIDES,1,576.1354697619507,0.026726722717285156
50,CHRISTOFIDES,2,520.2176033129734,0.024700641632080078
50,CHRISTOFIDES,3,536.1655847610095,0.02804255485534668
50,CHRISTOFIDES,4,589.7881095165785,0.028913021087646484
50,CHRISTOFIDES,5,576.2268441098238,0.027836084365844727
50,CHRISTOFIDES,6,621.4492949698213,0.04009652137756348
50,CHRISTOFIDES,7,553.9042092558328,0.02929377555847168
50,CHRISTOFIDES,8,596.3987532393139,0.02332448959350586
50,CHRISTOFIDES,9,566.2144228767086,0.035660505294799805
50,CHRISTOFIDES,10,560.0874991042688,0.028438568115234375
